Date,Level,Transit,House,Profection,Score,Aspect,Meaning,Actions,Status
2036-04-16,HIGH,Pluto->N.Node,7,11,3255.1,Pluto Conj natal N.Node (3.874°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-04-22,VERY HIGH,Mercury->Pluto,3,11,3655.9,Mercury Opp natal Pluto (4.816°),"Ideas spread through your network. Publish, pitch, post.","Write and publish something bold
Send the pitch deck
Start a community conversation",Upcoming
2036-04-23,VERY HIGH,Mercury->Pluto,3,11,3675.8,Mercury Opp natal Pluto (4.869°),"Ideas spread through your network. Publish, pitch, post.","Write and publish something bold
Send the pitch deck
Start a community conversation",Upcoming
2036-04-24,HIGH,Pluto->N.Node,7,11,3216.6,Pluto Conj natal N.Node (3.768°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-04-26,HIGH,Pluto->N.Node,7,11,3266.4,Pluto Conj natal N.Node (3.745°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-05-07,HIGH,Pluto->N.Node,7,11,3378.5,Pluto Conj natal N.Node (3.651°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-05-08,HIGH,Pluto->N.Node,7,11,3245.0,Pluto Conj natal N.Node (3.645°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-05-09,HIGH,Pluto->N.Node,7,11,3342.3,Pluto Conj natal N.Node (3.640°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-05-13,HIGH,Pluto->N.Node,7,11,3274.9,Pluto Conj natal N.Node (3.622°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-05-14,HIGH,Pluto->N.Node,7,11,3348.5,Pluto Conj natal N.Node (3.619°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-05-15,HIGH,Pluto->N.Node,7,11,3328.7,Pluto Conj natal N.Node (3.616°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-05-16,VERY HIGH,Mercury->Pluto,3,11,3586.8,Mercury Opp natal Pluto (4.686°),"Ideas spread through your network. Publish, pitch, post.","Write and publish something bold
Send the pitch deck
Start a community conversation",Upcoming
2036-05-17,VERY HIGH,Mercury->Pluto,3,11,3700.1,Mercury Opp natal Pluto (4.713°),"Ideas spread through your network. Publish, pitch, post.","Write and publish something bold
Send the pitch deck
Start a community conversation",Upcoming
2036-05-19,VERY HIGH,Pluto->N.Node,7,11,3660.3,Pluto Conj natal N.Node (3.609°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-05-20,VERY HIGH,Pluto->N.Node,7,11,3616.8,Pluto Conj natal N.Node (3.608°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-05-21,PEAK,Pluto->N.Node,7,11,5005.1,Pluto Conj natal N.Node (3.608°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-05-22,HIGH,Pluto->N.Node,7,11,3383.1,Pluto Conj natal N.Node (3.608°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-06-19,HIGH,Venus->N.Node,7,11,3272.8,Venus Sq natal N.Node (6.117°),Venus energy in H7. Bold decisions now.,"Make the major move
Act on what youve been delaying
Build something that lasts",Upcoming
2036-06-20,HIGH,Venus->N.Node,7,11,3292.8,Venus Sq natal N.Node (6.093°),Venus energy in H7. Bold decisions now.,"Make the major move
Act on what youve been delaying
Build something that lasts",Upcoming
2036-06-21,HIGH,Venus->N.Node,7,11,3396.5,Venus Sq natal N.Node (6.109°),Venus energy in H7. Bold decisions now.,"Make the major move
Act on what youve been delaying
Build something that lasts",Upcoming
2036-06-28,HIGH,Pluto->N.Node,7,11,3201.1,Pluto Conj natal N.Node (3.902°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-06-30,HIGH,Pluto->N.Node,7,11,3209.8,Pluto Conj natal N.Node (3.932°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-07-01,HIGH,Pluto->N.Node,7,11,3342.4,Pluto Conj natal N.Node (3.948°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-07-02,HIGH,Pluto->N.Node,7,11,3212.6,Pluto Conj natal N.Node (3.964°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-07-16,HIGH,Pluto->N.Node,7,11,3200.9,Pluto Conj natal N.Node (4.214°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-07-17,HIGH,Pluto->N.Node,7,11,3303.1,Pluto Conj natal N.Node (4.234°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-07-21,HIGH,Pluto->N.Node,7,11,3297.9,Pluto Conj natal N.Node (4.314°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-07-22,HIGH,Pluto->N.Node,7,11,3195.4,Pluto Conj natal N.Node (4.335°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-07-27,VERY HIGH,Neptune->Uranus,6,11,3488.7,Neptune Tri natal Uranus (5.118°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2036-07-28,VERY HIGH,Neptune->Uranus,6,11,3491.2,Neptune Tri natal Uranus (5.117°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2036-07-29,PEAK,Neptune->Uranus,6,11,4443.5,Neptune Tri natal Uranus (5.116°),Visionary identity. Lead with story.,"Articulate your long-term vision
Lead with story not data
Explore a new creative identity",Upcoming
2036-07-30,VERY HIGH,Pluto->N.Node,7,11,3489.6,Pluto Conj natal N.Node (4.505°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-07-31,HIGH,Pluto->N.Node,7,11,3314.0,Pluto Conj natal N.Node (4.526°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-08-09,HIGH,Pluto->N.Node,7,11,3185.0,Pluto Conj natal N.Node (4.725°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-08-17,HIGH,Pluto->N.Node,7,11,3195.1,Pluto Conj natal N.Node (4.904°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-08-18,HIGH,Pluto->N.Node,7,11,3241.3,Pluto Conj natal N.Node (4.926°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-08-21,HIGH,Pluto->N.Node,7,11,3272.9,Pluto Conj natal N.Node (4.993°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-08-22,HIGH,Pluto->N.Node,7,11,3276.4,Pluto Conj natal N.Node (5.015°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-08-23,HIGH,Pluto->N.Node,7,11,3187.0,Pluto Conj natal N.Node (5.037°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-08-24,HIGH,Pluto->N.Node,7,11,3402.9,Pluto Conj natal N.Node (5.058°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-08-25,VERY HIGH,Mercury->Chiron,5,11,3668.1,Mercury Sq natal Chiron (0.463°),"Ideas spread through your network. Publish, pitch, post.","Write and publish something bold
Send the pitch deck
Start a community conversation",Upcoming
2036-09-14,HIGH,Pluto->Moon,7,11,3211.1,Pluto Conj natal Moon (0.351°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-09-16,HIGH,Pluto->Moon,7,11,3303.4,Pluto Conj natal Moon (0.316°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-09-17,VERY HIGH,Mercury->Neptune,6,11,3633.7,Mercury Tri natal Neptune (0.365°),"Ideas spread through your network. Publish, pitch, post.","Write and publish something bold
Send the pitch deck
Start a community conversation",Upcoming
2036-09-18,HIGH,Pluto->Moon,7,11,3251.6,Pluto Conj natal Moon (0.281°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-09-27,HIGH,Pluto->Moon,7,11,3191.9,Pluto Conj natal Moon (0.141°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-10-02,HIGH,Pluto->Moon,7,11,3183.7,Pluto Conj natal Moon (0.074°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-10-03,HIGH,Pluto->Moon,7,11,3235.9,Pluto Conj natal Moon (0.062°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-10-07,VERY HIGH,Pluto->Moon,7,11,3422.4,Pluto Conj natal Moon (0.017°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-10-08,HIGH,Pluto->Moon,7,11,3294.8,Pluto Conj natal Moon (0.006°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-10-09,HIGH,Pluto->Moon,7,11,3209.9,Pluto Conj natal Moon (0.004°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-10-10,HIGH,Pluto->Moon,7,11,3211.0,Pluto Conj natal Moon (0.013°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-10-11,HIGH,Pluto->Moon,7,11,3366.2,Pluto Conj natal Moon (0.022°),Your network is being restructured at a deep level. Power connections forming.,"Cut shallow connections
Reach out to 5 key people
Join or build a mission-aligned community",Upcoming
2036-10-12,PEAK,Jupiter->Mars,2,11,4168.2,Jupiter Sq natal Mars (0.259°),"Career explosion window. Visibility, recognition, opportunity.","Apply for the big opportunity
Step into public leadership
Make bold career announcement",Upcoming
2036-10-13,PEAK,Jupiter->Mars,2,11,4135.8,Jupiter Sq natal Mars (0.255°),"Career explosion window. Visibility, recognition, opportunity.","Apply for the big opportunity
Step into public leadership
Make bold career announcement",Upcoming
2036-10-14,PEAK,Jupiter->Mars,2,11,3915.0,Jupiter Sq natal Mars (0.255°),"Career explosion window. Visibility, recognition, opportunity.","Apply for the big opportunity
Step into public leadership
Make bold career announcement",Upcoming
2036-10-24,PEAK,Uranus->Pluto,3,11,3793.1,Uranus Tri natal Pluto (5.849°),Home base restructuring. Pivot your operational base.,"Restructure workspace
Make a bold operational change
Resolve foundational issues",Upcoming
